load_id,customer_id,route_id,load_date,load_status
LOAD00024923,CUST00173,RTE00039,2022-11-14,Completed
LOAD00024924,CUST00119,RTE00036,2022-11-14,Completed
LOAD00024925,CUST00192,RTE00049,2022-11-14,Completed
LOAD00024926,CUST00034,RTE00042,2022-11-14,Completed
LOAD00024927,CUST00063,RTE00030,2022-11-14,Completed
LOAD00024928,CUST00094,RTE00044,2022-11-14,Completed
LOAD00024929,CUST00099,RTE00002,2022-11-14,Completed
LOAD00024930,CUST00171,RTE00015,2022-11-14,Completed
LOAD00024931,CUST00170,RTE00029,2022-11-14,Completed
LOAD00024932,CUST00091,RTE00055,2022-11-14,Completed
LOAD00024933,CUST00010,RTE00058,2022-11-14,Completed
LOAD00024934,CUST00200,RTE00033,2022-11-14,Completed
LOAD00024935,CUST00009,RTE00004,2022-11-14,Completed
LOAD00024936,CUST00163,RTE00058,2022-11-14,Completed
LOAD00024937,CUST00142,RTE00031,2022-11-14,Completed
LOAD00024938,CUST00055,RTE00034,2022-11-14,Completed
LOAD00024939,CUST00131,RTE00049,2022-11-14,Completed
LOAD00024940,CUST00153,RTE00007,2022-11-14,Completed
LOAD00024941,CUST00171,RTE00002,2022-11-14,Completed
LOAD00024942,CUST00094,RTE00006,2022-11-14,Completed
LOAD00024943,CUST00160,RTE00026,2022-11-14,Completed
LOAD00024944,CUST00147,RTE00040,2022-11-14,Completed
LOAD00024945,CUST00066,RTE00055,2022-11-14,Completed
LOAD00024946,CUST00122,RTE00003,2022-11-14,Completed
LOAD00024947,CUST00011,RTE00016,2022-11-14,Completed
LOAD00024948,CUST00013,RTE00051,2022-11-14,Completed
LOAD00024949,CUST00003,RTE00015,2022-11-14,Completed
LOAD00024950,CUST00139,RTE00017,2022-11-14,Completed
LOAD00024951,CUST00145,RTE00020,2022-11-14,Completed
LOAD00024952,CUST00184,RTE00001,2022-11-14,Completed
LOAD00024953,CUST00159,RTE00042,2022-11-14,Completed
LOAD00024954,CUST00046,RTE00043,2022-11-14,Completed
LOAD00024955,CUST00048,RTE00036,2022-11-14,Completed
LOAD00024956,CUST00092,RTE00040,2022-11-14,Completed
LOAD00024957,CUST00102,RTE00052,2022-11-14,Completed
LOAD00024958,CUST00196,RTE00008,2022-11-14,Completed
LOAD00024959,CUST00133,RTE00026,2022-11-14,Completed
LOAD00024960,CUST00009,RTE00018,2022-11-14,Completed
LOAD00024961,CUST00004,RTE00005,2022-11-14,Completed
LOAD00024962,CUST00037,RTE00013,2022-11-14,Completed
LOAD00024963,CUST00029,RTE00008,2022-11-14,Completed
LOAD00024964,CUST00114,RTE00018,2022-11-14,Completed
LOAD00024965,CUST00089,RTE00034,2022-11-14,Completed
LOAD00024966,CUST00077,RTE00047,2022-11-14,Completed
LOAD00024967,CUST00131,RTE00051,2022-11-14,Completed
LOAD00024968,CUST00054,RTE00030,2022-11-14,Completed
LOAD00024969,CUST00011,RTE00047,2022-11-15,Completed
LOAD00024970,CUST00009,RTE00003,2022-11-15,Completed
LOAD00024971,CUST00184,RTE00042,2022-11-15,Completed
LOAD00024972,CUST00001,RTE00043,2022-11-15,Completed
LOAD00024973,CUST00193,RTE00004,2022-11-15,Completed
LOAD00024974,CUST00134,RTE00002,2022-11-15,Completed
LOAD00024975,CUST00097,RTE00028,2022-11-15,Completed
LOAD00024976,CUST00158,RTE00006,2022-11-15,Completed
LOAD00024977,CUST00160,RTE00004,2022-11-15,Completed
LOAD00024978,CUST00184,RTE00006,2022-11-15,Completed
LOAD00024979,CUST00114,RTE00032,2022-11-15,Completed
LOAD00024980,CUST00060,RTE00019,2022-11-15,Completed
LOAD00024981,CUST00122,RTE00010,2022-11-15,Completed
LOAD00024982,CUST00061,RTE00023,2022-11-15,Completed
LOAD00024983,CUST00177,RTE00045,2022-11-15,Completed
LOAD00024984,CUST00045,RTE00003,2022-11-15,Completed
LOAD00024985,CUST00137,RTE00012,2022-11-15,Completed
LOAD00024986,CUST00158,RTE00013,2022-11-15,Completed
LOAD00024987,CUST00171,RTE00011,2022-11-15,Completed
LOAD00024988,CUST00063,RTE00053,2022-11-15,Completed
LOAD00024989,CUST00029,RTE00044,2022-11-15,Completed
LOAD00024990,CUST00032,RTE00012,2022-11-15,Completed
LOAD00024991,CUST00086,RTE00006,2022-11-15,Completed
LOAD00024992,CUST00189,RTE00003,2022-11-15,Completed
LOAD00024993,CUST00021,RTE00056,2022-11-15,Completed
LOAD00024994,CUST00167,RTE00042,2022-11-15,Completed
LOAD00024995,CUST00126,RTE00015,2022-11-15,Completed
LOAD00024996,CUST00037,RTE00047,2022-11-15,Completed
LOAD00024997,CUST00122,RTE00012,2022-11-15,Completed
LOAD00024998,CUST00104,RTE00055,2022-11-15,Completed
LOAD00024999,CUST00133,RTE00052,2022-11-15,Completed
LOAD00025000,CUST00091,RTE00056,2022-11-15,Completed
LOAD00025001,CUST00192,RTE00031,2022-11-15,Completed
LOAD00025002,CUST00182,RTE00016,2022-11-15,Completed
LOAD00025003,CUST00045,RTE00010,2022-11-15,Completed
LOAD00025004,CUST00040,RTE00042,2022-11-15,Completed
LOAD00025005,CUST00062,RTE00040,2022-11-15,Completed
LOAD00025006,CUST00039,RTE00025,2022-11-15,Completed
LOAD00025007,CUST00182,RTE00008,2022-11-15,Completed
LOAD00025008,CUST00013,RTE00049,2022-11-15,Completed
LOAD00025009,CUST00030,RTE00034,2022-11-15,Completed
LOAD00025010,CUST00011,RTE00021,2022-11-15,Completed
LOAD00025011,CUST00008,RTE00037,2022-11-15,Completed
LOAD00025012,CUST00059,RTE00036,2022-11-15,Completed
LOAD00025013,CUST00094,RTE00008,2022-11-15,Completed
LOAD00025014,CUST00189,RTE00058,2022-11-15,Completed
LOAD00025015,CUST00046,RTE00034,2022-11-15,Completed
LOAD00025016,CUST00178,RTE00048,2022-11-15,Completed
LOAD00025017,CUST00048,RTE00051,2022-11-15,Completed
LOAD00025018,CUST00070,RTE00028,2022-11-15,Completed
LOAD00025019,CUST00131,RTE00014,2022-11-15,Completed
LOAD00025020,CUST00057,RTE00033,2022-11-15,Completed
LOAD00025021,CUST00046,RTE00013,2022-11-15,Completed
LOAD00025022,CUST00038,RTE00018,2022-11-15,Completed
LOAD00025023,CUST00176,RTE00001,2022-11-15,Completed
LOAD00025024,CUST00054,RTE00030,2022-11-15,Completed
LOAD00025025,CUST00095,RTE00019,2022-11-15,Completed
LOAD00025026,CUST00194,RTE00047,2022-11-15,Completed
LOAD00025027,CUST00146,RTE00043,2022-11-15,Completed
LOAD00025028,CUST00112,RTE00021,2022-11-15,Completed
LOAD00025029,CUST00103,RTE00042,2022-11-15,Completed
LOAD00025030,CUST00114,RTE00040,2022-11-15,Completed
LOAD00025031,CUST00042,RTE00022,2022-11-15,Completed
LOAD00025032,CUST00078,RTE00044,2022-11-15,Completed
LOAD00025033,CUST00175,RTE00004,2022-11-15,Completed
LOAD00025034,CUST00104,RTE00043,2022-11-15,Completed
LOAD00025035,CUST00112,RTE00043,2022-11-15,Completed
LOAD00025036,CUST00051,RTE00044,2022-11-15,Completed
LOAD00025037,CUST00097,RTE00006,2022-11-15,Completed
LOAD00025038,CUST00043,RTE00057,2022-11-15,Completed
LOAD00025039,CUST00120,RTE00022,2022-11-15,Completed
LOAD00025040,CUST00200,RTE00004,2022-11-15,Completed
LOAD00025041,CUST00184,RTE00017,2022-11-15,Completed
LOAD00025042,CUST00124,RTE00022,2022-11-15,Completed
LOAD00025043,CUST00131,RTE00035,2022-11-15,Completed
LOAD00025044,CUST00131,RTE00034,2022-11-15,Completed
LOAD00025045,CUST00026,RTE00004,2022-11-15,Completed
LOAD00025046,CUST00134,RTE00020,2022-11-16,Completed
LOAD00025047,CUST00108,RTE00037,2022-11-16,Completed
LOAD00025048,CUST00088,RTE00043,2022-11-16,Completed
LOAD00025049,CUST00024,RTE00017,2022-11-16,Completed
LOAD00025050,CUST00136,RTE00001,2022-11-16,Completed
LOAD00025051,CUST00027,RTE00035,2022-11-16,Completed
LOAD00025052,CUST00165,RTE00043,2022-11-16,Completed
LOAD00025053,CUST00120,RTE00055,2022-11-16,Completed
LOAD00025054,CUST00094,RTE00033,2022-11-16,Completed
LOAD00025055,CUST00116,RTE00038,2022-11-16,Completed
LOAD00025056,CUST00184,RTE00040,2022-11-16,Completed
LOAD00025057,CUST00111,RTE00020,2022-11-16,Completed
LOAD00025058,CUST00026,RTE00003,2022-11-16,Completed
LOAD00025059,CUST00028,RTE00023,2022-11-16,Completed
LOAD00025060,CUST00018,RTE00021,2022-11-16,Completed
LOAD00025061,CUST00186,RTE00020,2022-11-16,Completed
LOAD00025062,CUST00096,RTE00021,2022-11-16,Completed
LOAD00025063,CUST00107,RTE00014,2022-11-16,Completed
LOAD00025064,CUST00055,RTE00010,2022-11-16,Completed
LOAD00025065,CUST00092,RTE00032,2022-11-16,Completed
LOAD00025066,CUST00162,RTE00044,2022-11-16,Completed
LOAD00025067,CUST00200,RTE00034,2022-11-16,Completed
LOAD00025068,CUST00086,RTE00054,2022-11-16,Completed
LOAD00025069,CUST00162,RTE00023,2022-11-16,Completed
LOAD00025070,CUST00115,RTE00012,2022-11-16,Completed
LOAD00025071,CUST00061,RTE00028,2022-11-16,Completed
LOAD00025072,CUST00196,RTE00032,2022-11-16,Completed
LOAD00025073,CUST00149,RTE00043,2022-11-16,Completed
LOAD00025074,CUST00059,RTE00049,2022-11-16,Completed
LOAD00025075,CUST00079,RTE00005,2022-11-16,Completed
LOAD00025076,CUST00020,RTE00030,2022-11-16,Completed
LOAD00025077,CUST00120,RTE00022,2022-11-16,Completed
LOAD00025078,CUST00033,RTE00043,2022-11-16,Completed
LOAD00025079,CUST00092,RTE00050,2022-11-16,Completed
LOAD00025080,CUST00066,RTE00058,2022-11-16,Completed
LOAD00025081,CUST00091,RTE00018,2022-11-16,Completed
LOAD00025082,CUST00144,RTE00018,2022-11-16,Completed
LOAD00025083,CUST00055,RTE00022,2022-11-16,Completed
LOAD00025084,CUST00167,RTE00036,2022-11-16,Completed
LOAD00025085,CUST00021,RTE00010,2022-11-16,Completed
LOAD00025086,CUST00093,RTE00001,2022-11-16,Completed
LOAD00025087,CUST00019,RTE00030,2022-11-16,Completed
LOAD00025088,CUST00052,RTE00033,2022-11-16,Completed
LOAD00025089,CUST00022,RTE00016,2022-11-16,Completed
LOAD00025090,CUST00197,RTE00041,2022-11-16,Completed
LOAD00025091,CUST00154,RTE00026,2022-11-16,Completed
LOAD00025092,CUST00001,RTE00018,2022-11-16,Completed
LOAD00025093,CUST00026,RTE00033,2022-11-16,Completed
LOAD00025094,CUST00012,RTE00033,2022-11-16,Completed
LOAD00025095,CUST00122,RTE00047,2022-11-16,Completed
LOAD00025096,CUST00044,RTE00019,2022-11-16,Completed
LOAD00025097,CUST00074,RTE00031,2022-11-16,Completed
LOAD00025098,CUST00157,RTE00008,2022-11-16,Completed
LOAD00025099,CUST00122,RTE00028,2022-11-16,Completed
LOAD00025100,CUST00063,RTE00052,2022-11-16,Completed
LOAD00025101,CUST00117,RTE00024,2022-11-16,Completed
LOAD00025102,CUST00060,RTE00003,2022-11-16,Completed
LOAD00025103,CUST00183,RTE00035,2022-11-16,Completed
LOAD00025104,CUST00008,RTE00052,2022-11-16,Completed
LOAD00025105,CUST00184,RTE00031,2022-11-16,Completed
LOAD00025106,CUST00121,RTE00048,2022-11-16,Completed
LOAD00025107,CUST00177,RTE00023,2022-11-16,Completed
LOAD00025108,CUST00005,RTE00022,2022-11-16,Completed
LOAD00025109,CUST00086,RTE00026,2022-11-16,Completed
LOAD00025110,CUST00121,RTE00038,2022-11-16,Completed
LOAD00025111,CUST00179,RTE00052,2022-11-16,Completed
LOAD00025112,CUST00016,RTE00003,2022-11-16,Completed
LOAD00025113,CUST00072,RTE00023,2022-11-16,Completed
LOAD00025114,CUST00130,RTE00035,2022-11-16,Completed
LOAD00025115,CUST00049,RTE00058,2022-11-16,Completed
LOAD00025116,CUST00081,RTE00024,2022-11-16,Completed
LOAD00025117,CUST00185,RTE00045,2022-11-16,Completed
LOAD00025118,CUST00159,RTE00001,2022-11-16,Completed
LOAD00025119,CUST00124,RTE00022,2022-11-16,Completed
LOAD00025120,CUST00086,RTE00010,2022-11-16,Completed
LOAD00025121,CUST00036,RTE00049,2022-11-16,Completed
LOAD00025122,CUST00163,RTE00014,2022-11-16,Completed
LOAD00025123,CUST00083,RTE00013,2022-11-16,Completed
LOAD00025124,CUST00170,RTE00045,2022-11-16,Completed
LOAD00025125,CUST00039,RTE00019,2022-11-16,Completed
LOAD00025126,CUST00159,RTE00034,2022-11-17,Completed
LOAD00025127,CUST00186,RTE00058,2022-11-17,Completed
LOAD00025128,CUST00148,RTE00032,2022-11-17,Completed
LOAD00025129,CUST00117,RTE00023,2022-11-17,Completed
LOAD00025130,CUST00040,RTE00023,2022-11-17,Completed
LOAD00025131,CUST00140,RTE00042,2022-11-17,Completed
LOAD00025132,CUST00119,RTE00037,2022-11-17,Completed
LOAD00025133,CUST00059,RTE00048,2022-11-17,Completed
LOAD00025134,CUST00103,RTE00058,2022-11-17,Completed
LOAD00025135,CUST00099,RTE00035,2022-11-17,Completed
LOAD00025136,CUST00010,RTE00022,2022-11-17,Completed
LOAD00025137,CUST00100,RTE00006,2022-11-17,Completed
LOAD00025138,CUST00139,RTE00052,2022-11-17,Completed
LOAD00025139,CUST00060,RTE00002,2022-11-17,Completed
LOAD00025140,CUST00144,RTE00006,2022-11-17,Completed
LOAD00025141,CUST00022,RTE00004,2022-11-17,Completed
LOAD00025142,CUST00074,RTE00020,2022-11-17,Completed
LOAD00025143,CUST00141,RTE00022,2022-11-17,Completed
LOAD00025144,CUST00062,RTE00042,2022-11-17,Completed
LOAD00025145,CUST00039,RTE00001,2022-11-17,Completed
LOAD00025146,CUST00091,RTE00008,2022-11-17,Completed
LOAD00025147,CUST00032,RTE00047,2022-11-17,Completed
LOAD00025148,CUST00115,RTE00020,2022-11-17,Completed
LOAD00025149,CUST00197,RTE00045,2022-11-17,Completed
LOAD00025150,CUST00119,RTE00021,2022-11-17,Completed
LOAD00025151,CUST00057,RTE00017,2022-11-17,Completed
LOAD00025152,CUST00180,RTE00032,2022-11-17,Completed
LOAD00025153,CUST00079,RTE00040,2022-11-17,Completed
LOAD00025154,CUST00114,RTE00046,2022-11-17,Completed
LOAD00025155,CUST00089,RTE00019,2022-11-17,Completed
LOAD00025156,CUST00082,RTE00053,2022-11-17,Completed
LOAD00025157,CUST00148,RTE00035,2022-11-17,Completed
LOAD00025158,CUST00072,RTE00056,2022-11-17,Completed
LOAD00025159,CUST00098,RTE00017,2022-11-17,Completed
LOAD00025160,CUST00062,RTE00042,2022-11-17,Completed
LOAD00025161,CUST00193,RTE00039,2022-11-17,Completed
LOAD00025162,CUST00091,RTE00056,2022-11-17,Completed
LOAD00025163,CUST00137,RTE00044,2022-11-17,Completed
LOAD00025164,CUST00115,RTE00016,2022-11-17,Completed
LOAD00025165,CUST00199,RTE00020,2022-11-17,Completed
LOAD00025166,CUST00047,RTE00023,2022-11-17,Completed
LOAD00025167,CUST00003,RTE00008,2022-11-17,Completed
LOAD00025168,CUST00116,RTE00035,2022-11-17,Completed
LOAD00025169,CUST00004,RTE00056,2022-11-17,Completed
LOAD00025170,CUST00170,RTE00015,2022-11-17,Completed
LOAD00025171,CUST00014,RTE00018,2022-11-17,Completed
LOAD00025172,CUST00131,RTE00045,2022-11-17,Completed
LOAD00025173,CUST00042,RTE00023,2022-11-17,Completed
LOAD00025174,CUST00177,RTE00005,2022-11-17,Completed
LOAD00025175,CUST00056,RTE00044,2022-11-17,Completed
LOAD00025176,CUST00140,RTE00040,2022-11-17,Completed
LOAD00025177,CUST00141,RTE00051,2022-11-17,Completed
LOAD00025178,CUST00173,RTE00016,2022-11-17,Completed
LOAD00025179,CUST00146,RTE00033,2022-11-17,Completed
LOAD00025180,CUST00101,RTE00011,2022-11-17,Completed
LOAD00025181,CUST00153,RTE00024,2022-11-17,Completed
LOAD00025182,CUST00100,RTE00039,2022-11-17,Completed
LOAD00025183,CUST00027,RTE00056,2022-11-17,Completed
LOAD00025184,CUST00138,RTE00005,2022-11-17,Completed
LOAD00025185,CUST00036,RTE00027,2022-11-17,Completed
LOAD00025186,CUST00128,RTE00020,2022-11-17,Completed
LOAD00025187,CUST00180,RTE00037,2022-11-17,Completed
LOAD00025188,CUST00174,RTE00040,2022-11-17,Completed
LOAD00025189,CUST00063,RTE00054,2022-11-17,Completed
LOAD00025190,CUST00176,RTE00054,2022-11-17,Completed
LOAD00025191,CUST00147,RTE00054,2022-11-17,Completed
LOAD00025192,CUST00175,RTE00032,2022-11-17,Completed
LOAD00025193,CUST00062,RTE00048,2022-11-17,Completed
LOAD00025194,CUST00012,RTE00001,2022-11-17,Completed
LOAD00025195,CUST00044,RTE00024,2022-11-17,Completed
LOAD00025196,CUST00180,RTE00001,2022-11-17,Completed
LOAD00025197,CUST00194,RTE00003,2022-11-17,Completed
LOAD00025198,CUST00195,RTE00037,2022-11-17,Completed
LOAD00025199,CUST00193,RTE00041,2022-11-17,Completed
LOAD00025200,CUST00028,RTE00036,2022-11-17,Completed
LOAD00025201,CUST00142,RTE00012,2022-11-17,Completed
LOAD00025202,CUST00183,RTE00006,2022-11-17,Completed
LOAD00025203,CUST00021,RTE00011,2022-11-17,Completed
LOAD00025204,CUST00005,RTE00049,2022-11-17,Completed
LOAD00025205,CUST00041,RTE00020,2022-11-17,Completed
LOAD00025206,CUST00039,RTE00020,2022-11-17,Completed
LOAD00025207,CUST00043,RTE00002,2022-11-17,Completed
LOAD00025208,CUST00020,RTE00043,2022-11-17,Completed
LOAD00025209,CUST00003,RTE00049,2022-11-17,Completed
LOAD00025210,CUST00098,RTE00048,2022-11-17,Completed
LOAD00025211,CUST00104,RTE00052,2022-11-17,Completed
LOAD00025212,CUST00177,RTE00051,2022-11-18,Completed
LOAD00025213,CUST00101,RTE00018,2022-11-18,Completed
LOAD00025214,CUST00186,RTE00039,2022-11-18,Completed
LOAD00025215,CUST00013,RTE00037,2022-11-18,Completed
LOAD00025216,CUST00074,RTE00018,2022-11-18,Completed
LOAD00025217,CUST00181,RTE00031,2022-11-18,Completed
LOAD00025218,CUST00200,RTE00020,2022-11-18,Completed
LOAD00025219,CUST00057,RTE00029,2022-11-18,Completed
LOAD00025220,CUST00089,RTE00011,2022-11-18,Completed
LOAD00025221,CUST00147,RTE00053,2022-11-18,Completed
LOAD00025222,CUST00012,RTE00023,2022-11-18,Completed
LOAD00025223,CUST00039,RTE00017,2022-11-18,Completed
LOAD00025224,CUST00062,RTE00030,2022-11-18,Completed
LOAD00025225,CUST00074,RTE00014,2022-11-18,Completed
LOAD00025226,CUST00054,RTE00052,2022-11-18,Completed
LOAD00025227,CUST00093,RTE00014,2022-11-18,Completed
LOAD00025228,CUST00066,RTE00012,2022-11-18,Completed
LOAD00025229,CUST00173,RTE00023,2022-11-18,Completed
LOAD00025230,CUST00093,RTE00052,2022-11-18,Completed
LOAD00025231,CUST00046,RTE00042,2022-11-18,Completed
LOAD00025232,CUST00150,RTE00035,2022-11-18,Completed
LOAD00025233,CUST00132,RTE00021,2022-11-18,Completed
LOAD00025234,CUST00005,RTE00055,2022-11-18,Completed
LOAD00025235,CUST00025,RTE00006,2022-11-18,Completed
LOAD00025236,CUST00022,RTE00019,2022-11-18,Completed
LOAD00025237,CUST00181,RTE00024,2022-11-18,Completed
LOAD00025238,CUST00133,RTE00040,2022-11-18,Completed
LOAD00025239,CUST00131,RTE00056,2022-11-18,Completed
LOAD00025240,CUST00020,RTE00006,2022-11-18,Completed
LOAD00025241,CUST00096,RTE00024,2022-11-18,Completed
LOAD00025242,CUST00131,RTE00036,2022-11-18,Completed
LOAD00025243,CUST00115,RTE00052,2022-11-18,Completed
LOAD00025244,CUST00167,RTE00011,2022-11-18,Completed
LOAD00025245,CUST00179,RTE00053,2022-11-18,Completed
LOAD00025246,CUST00159,RTE00039,2022-11-18,Completed
LOAD00025247,CUST00165,RTE00017,2022-11-18,Completed
LOAD00025248,CUST00090,RTE00052,2022-11-18,Completed
LOAD00025249,CUST00181,RTE00002,2022-11-18,Completed
LOAD00025250,CUST00065,RTE00057,2022-11-18,Completed
LOAD00025251,CUST00199,RTE00057,2022-11-18,Completed
LOAD00025252,CUST00026,RTE00013,2022-11-18,Completed
LOAD00025253,CUST00170,RTE00045,2022-11-18,Completed
LOAD00025254,CUST00126,RTE00051,2022-11-18,Completed
LOAD00025255,CUST00142,RTE00036,2022-11-18,Completed
LOAD00025256,CUST00182,RTE00017,2022-11-18,Completed
LOAD00025257,CUST00148,RTE00051,2022-11-18,Completed
LOAD00025258,CUST00107,RTE00034,2022-11-18,Completed
LOAD00025259,CUST00173,RTE00044,2022-11-18,Completed
LOAD00025260,CUST00132,RTE00015,2022-11-18,Completed
LOAD00025261,CUST00099,RTE00036,2022-11-18,Completed
LOAD00025262,CUST00086,RTE00013,2022-11-18,Completed
LOAD00025263,CUST00109,RTE00035,2022-11-18,Completed
LOAD00025264,CUST00087,RTE00057,2022-11-18,Completed
LOAD00025265,CUST00059,RTE00048,2022-11-18,Completed
LOAD00025266,CUST00183,RTE00047,2022-11-18,Completed
LOAD00025267,CUST00159,RTE00032,2022-11-18,Completed
LOAD00025268,CUST00031,RTE00027,2022-11-18,Completed
LOAD00025269,CUST00149,RTE00040,2022-11-18,Completed
LOAD00025270,CUST00015,RTE00040,2022-11-18,Completed
LOAD00025271,CUST00065,RTE00007,2022-11-18,Completed
LOAD00025272,CUST00196,RTE00001,2022-11-18,Completed
LOAD00025273,CUST00041,RTE00027,2022-11-18,Completed
LOAD00025274,CUST00038,RTE00033,2022-11-18,Completed
LOAD00025275,CUST00161,RTE00027,2022-11-18,Completed
LOAD00025276,CUST00174,RTE00030,2022-11-18,Completed
LOAD00025277,CUST00044,RTE00058,2022-11-18,Completed
LOAD00025278,CUST00104,RTE00001,2022-11-18,Completed
LOAD00025279,CUST00004,RTE00055,2022-11-18,Completed
LOAD00025280,CUST00161,RTE00050,2022-11-18,Completed
LOAD00025281,CUST00110,RTE00046,2022-11-18,Completed
LOAD00025282,CUST00143,RTE00014,2022-11-18,Completed
LOAD00025283,CUST00060,RTE00048,2022-11-18,Completed
LOAD00025284,CUST00091,RTE00007,2022-11-18,Completed
LOAD00025285,CUST00176,RTE00048,2022-11-18,Completed
LOAD00025286,CUST00117,RTE00029,2022-11-18,Completed
LOAD00025287,CUST00025,RTE00033,2022-11-18,Completed
LOAD00025288,CUST00027,RTE00018,2022-11-18,Completed
LOAD00025289,CUST00120,RTE00023,2022-11-18,Completed
LOAD00025290,CUST00036,RTE00036,2022-11-18,Completed
LOAD00025291,CUST00194,RTE00002,2022-11-18,Completed
LOAD00025292,CUST00082,RTE00028,2022-11-18,Completed
LOAD00025293,CUST00148,RTE00034,2022-11-18,Completed
LOAD00025294,CUST00017,RTE00018,2022-11-18,Completed
LOAD00025295,CUST00068,RTE00006,2022-11-18,Completed
LOAD00025296,CUST00178,RTE00046,2022-11-18,Completed
LOAD00025297,CUST00031,RTE00009,2022-11-18,Completed
LOAD00025298,CUST00071,RTE00048,2022-11-18,Completed
LOAD00025299,CUST00139,RTE00036,2022-11-18,Completed
LOAD00025300,CUST00017,RTE00033,2022-11-19,Completed
LOAD00025301,CUST00124,RTE00034,2022-11-19,Completed
LOAD00025302,CUST00149,RTE00054,2022-11-19,Completed
LOAD00025303,CUST00074,RTE00052,2022-11-19,Completed
LOAD00025304,CUST00032,RTE00024,2022-11-19,Completed
LOAD00025305,CUST00051,RTE00039,2022-11-19,Completed
LOAD00025306,CUST00072,RTE00040,2022-11-19,Completed
LOAD00025307,CUST00131,RTE00016,2022-11-19,Completed
LOAD00025308,CUST00099,RTE00007,2022-11-19,Completed
LOAD00025309,CUST00010,RTE00049,2022-11-19,Completed
LOAD00025310,CUST00084,RTE00010,2022-11-19,Completed
LOAD00025311,CUST00123,RTE00037,2022-11-19,Completed
LOAD00025312,CUST00050,RTE00039,2022-11-19,Completed
LOAD00025313,CUST00080,RTE00015,2022-11-19,Completed
LOAD00025314,CUST00072,RTE00057,2022-11-19,Completed
LOAD00025315,CUST00059,RTE00038,2022-11-19,Completed
LOAD00025316,CUST00077,RTE00025,2022-11-19,Completed
LOAD00025317,CUST00079,RTE00052,2022-11-19,Completed
LOAD00025318,CUST00107,RTE00016,2022-11-19,Completed
LOAD00025319,CUST00023,RTE00053,2022-11-19,Completed
LOAD00025320,CUST00026,RTE00001,2022-11-19,Completed
LOAD00025321,CUST00148,RTE00046,2022-11-19,Completed
LOAD00025322,CUST00020,RTE00030,2022-11-19,Completed
LOAD00025323,CUST00111,RTE00027,2022-11-19,Completed
LOAD00025324,CUST00107,RTE00021,2022-11-19,Completed
LOAD00025325,CUST00053,RTE00038,2022-11-19,Completed
LOAD00025326,CUST00187,RTE00051,2022-11-19,Completed
LOAD00025327,CUST00145,RTE00003,2022-11-19,Completed
LOAD00025328,CUST00019,RTE00016,2022-11-19,Completed
LOAD00025329,CUST00012,RTE00056,2022-11-19,Completed
LOAD00025330,CUST00019,RTE00038,2022-11-19,Completed
LOAD00025331,CUST00167,RTE00055,2022-11-19,Completed
LOAD00025332,CUST00044,RTE00010,2022-11-19,Completed
LOAD00025333,CUST00061,RTE00011,2022-11-19,Completed
LOAD00025334,CUST00178,RTE00032,2022-11-19,Completed
LOAD00025335,CUST00066,RTE00034,2022-11-19,Completed
LOAD00025336,CUST00027,RTE00028,2022-11-19,Completed
LOAD00025337,CUST00028,RTE00023,2022-11-19,Completed
LOAD00025338,CUST00166,RTE00001,2022-11-19,Completed
LOAD00025339,CUST00161,RTE00031,2022-11-19,Completed
LOAD00025340,CUST00149,RTE00018,2022-11-19,Completed
LOAD00025341,CUST00135,RTE00031,2022-11-19,Completed
LOAD00025342,CUST00154,RTE00045,2022-11-19,Completed
LOAD00025343,CUST00087,RTE00036,2022-11-19,Completed
LOAD00025344,CUST00003,RTE00021,2022-11-19,Completed
LOAD00025345,CUST00185,RTE00045,2022-11-19,Completed
LOAD00025346,CUST00087,RTE00018,2022-11-19,Completed
LOAD00025347,CUST00164,RTE00055,2022-11-19,Completed
LOAD00025348,CUST00069,RTE00057,2022-11-19,Completed
LOAD00025349,CUST00169,RTE00036,2022-11-19,Completed
LOAD00025350,CUST00099,RTE00014,2022-11-19,Completed
LOAD00025351,CUST00177,RTE00021,2022-11-19,Completed
LOAD00025352,CUST00121,RTE00023,2022-11-19,Completed
LOAD00025353,CUST00022,RTE00010,2022-11-19,Completed
LOAD00025354,CUST00162,RTE00020,2022-11-19,Completed
LOAD00025355,CUST00009,RTE00002,2022-11-19,Completed
LOAD00025356,CUST00059,RTE00028,2022-11-19,Completed
LOAD00025357,CUST00059,RTE00055,2022-11-19,Completed
LOAD00025358,CUST00147,RTE00049,2022-11-19,Completed
LOAD00025359,CUST00005,RTE00038,2022-11-19,Completed
LOAD00025360,CUST00095,RTE00013,2022-11-19,Completed
LOAD00025361,CUST00080,RTE00044,2022-11-19,Completed
LOAD00025362,CUST00094,RTE00026,2022-11-19,Completed
LOAD00025363,CUST00177,RTE00012,2022-11-19,Completed
LOAD00025364,CUST00008,RTE00051,2022-11-19,Completed
LOAD00025365,CUST00181,RTE00019,2022-11-19,Completed
LOAD00025366,CUST00171,RTE00046,2022-11-19,Completed
LOAD00025367,CUST00056,RTE00026,2022-11-19,Completed
LOAD00025368,CUST00119,RTE00037,2022-11-19,Completed
LOAD00025369,CUST00179,RTE00012,2022-11-19,Completed
LOAD00025370,CUST00177,RTE00052,2022-11-19,Completed
LOAD00025371,CUST00082,RTE00029,2022-11-20,Completed
LOAD00025372,CUST00001,RTE00042,2022-11-20,Completed
