expense_id,delivery_id,expense_type,expense_date,amount
FUEL00129720,DLV00085078,Fuel,2024-12-27,322.39
FUEL00130133,DLV00081326,Fuel,2024-11-10,741.6
FUEL00130396,DLV00081915,Fuel,2024-11-16,377.59
FUEL00130577,DLV00083812,Fuel,2024-12-10,337.84
FUEL00131104,DLV00083353,Fuel,2024-12-06,315.91
FUEL00132107,DLV00081677,Fuel,2024-11-15,339.77
FUEL00132273,DLV00081326,Fuel,2024-11-08,169.23
FUEL00132748,DLV00081387,Fuel,2024-11-10,357.86
FUEL00132808,DLV00081458,Fuel,2024-11-12,639.45
FUEL00132970,DLV00084388,Fuel,2024-12-18,524.03
FUEL00133429,DLV00083721,Fuel,2024-12-11,290.14
FUEL00133693,DLV00083711,Fuel,2024-12-09,266.89
FUEL00133842,DLV00085188,Fuel,2024-12-31,352.42
FUEL00134436,DLV00081764,Fuel,2024-11-15,672.99
FUEL00134598,DLV00084497,Fuel,2024-12-21,799.14
FUEL00135128,DLV00083290,Fuel,2024-12-05,272.41
FUEL00135430,DLV00081086,Fuel,2024-11-07,302.74
FUEL00135479,DLV00083505,Fuel,2024-12-08,240.1
FUEL00135924,DLV00081735,Fuel,2024-11-14,659.85
FUEL00135977,DLV00082024,Fuel,2024-11-19,569.79
FUEL00136127,DLV00083092,Fuel,2024-12-03,292.19
FUEL00136286,DLV00081224,Fuel,2024-11-07,682.77
FUEL00136393,DLV00081104,Fuel,2024-11-05,347.69
FUEL00136543,DLV00085078,Fuel,2024-12-28,490.81
FUEL00136855,DLV00081621,Fuel,2024-11-12,612.96
FUEL00137124,DLV00081126,Fuel,2024-11-07,512.71
FUEL00137180,DLV00082236,Fuel,2024-11-21,348.26
FUEL00137495,DLV00081447,Fuel,2024-11-12,466.81
FUEL00137720,DLV00081356,Fuel,2024-11-11,764.12
FUEL00138111,DLV00081773,Fuel,2024-11-15,220.25
FUEL00138120,DLV00082593,Fuel,2024-11-26,644.41
FUEL00139218,DLV00081931,Fuel,2024-11-18,560.52
FUEL00139280,DLV00082670,Fuel,2024-11-27,262.05
FUEL00139432,DLV00083869,Fuel,2024-12-11,665.41
FUEL00139526,DLV00084241,Fuel,2024-12-18,249.94
FUEL00139552,DLV00085028,Fuel,2024-12-27,363.37
FUEL00139736,DLV00084388,Fuel,2024-12-18,660.04
FUEL00139785,DLV00083553,Fuel,2024-12-08,644.91
FUEL00140050,DLV00084922,Fuel,2024-12-26,595.47
FUEL00140274,DLV00083449,Fuel,2024-12-05,437.58
FUEL00140744,DLV00085291,Fuel,2024-12-31,428.61
FUEL00140765,DLV00081047,Fuel,2024-11-07,691.49
FUEL00140779,DLV00081091,Fuel,2024-11-06,242.81
FUEL00141069,DLV00082286,Fuel,2024-11-22,568.39
FUEL00141188,DLV00080957,Fuel,2024-11-06,218.88
FUEL00141745,DLV00081044,Fuel,2024-11-07,650.02
FUEL00142246,DLV00082386,Fuel,2024-11-24,720.2
FUEL00142923,DLV00084611,Fuel,2024-12-23,323.69
FUEL00143143,DLV00082386,Fuel,2024-11-23,326.52
FUEL00143164,DLV00081419,Fuel,2024-11-10,560.57
FUEL00144512,DLV00083545,Fuel,2024-12-08,420.88
FUEL00144825,DLV00081848,Fuel,2024-11-17,267.03
FUEL00144851,DLV00081965,Fuel,2024-11-16,417.39
FUEL00145381,DLV00085293,Fuel,2024-12-31,244.97
FUEL00145478,DLV00081104,Fuel,2024-11-07,656.68
FUEL00145965,DLV00084512,Fuel,2024-12-20,417.16
FUEL00146269,DLV00081428,Fuel,2024-11-12,469.56
FUEL00146410,DLV00083368,Fuel,2024-12-07,230.21
FUEL00146539,DLV00083477,Fuel,2024-12-08,476.73
FUEL00146605,DLV00084830,Fuel,2024-12-25,237.61
FUEL00147055,DLV00081837,Fuel,2024-11-15,347.16
FUEL00147450,DLV00083996,Fuel,2024-12-15,298.31
FUEL00147473,DLV00083894,Fuel,2024-12-11,220.7
FUEL00147568,DLV00081000,Fuel,2024-11-05,622.15
FUEL00147962,DLV00083808,Fuel,2024-12-11,486.15
FUEL00148156,DLV00082916,Fuel,2024-11-30,268.95
FUEL00148671,DLV00081575,Fuel,2024-11-14,504.71
FUEL00149013,DLV00083654,Fuel,2024-12-09,597
FUEL00149366,DLV00081117,Fuel,2024-11-06,595.56
FUEL00149634,DLV00083703,Fuel,2024-12-11,270.1
FUEL00149917,DLV00084282,Fuel,2024-12-19,648.82
FUEL00149972,DLV00085124,Fuel,2024-12-30,342.85
FUEL00150208,DLV00084287,Fuel,2024-12-17,225.05
FUEL00150422,DLV00082286,Fuel,2024-11-21,293.88
FUEL00150748,DLV00081965,Fuel,2024-11-16,554.12
FUEL00151202,DLV00083894,Fuel,2024-12-13,506
FUEL00151778,DLV00081735,Fuel,2024-11-13,469.27
FUEL00151827,DLV00082166,Fuel,2024-11-21,444.32
FUEL00152080,DLV00082929,Fuel,2024-11-29,208.55
FUEL00152215,DLV00083793,Fuel,2024-12-12,364.77
FUEL00152712,DLV00081394,Fuel,2024-11-11,599.96
FUEL00153075,DLV00082929,Fuel,2024-11-30,407.45
FUEL00153130,DLV00083638,Fuel,2024-12-10,570.47
FUEL00153481,DLV00084241,Fuel,2024-12-18,437.15
FUEL00153566,DLV00083368,Fuel,2024-12-05,654.39
FUEL00153728,DLV00082907,Fuel,2024-12-02,686.71
FUEL00154498,DLV00081646,Fuel,2024-11-13,589.81
FUEL00154577,DLV00081091,Fuel,2024-11-07,191.83
FUEL00154596,DLV00082070,Fuel,2024-11-19,324
FUEL00154944,DLV00081381,Fuel,2024-11-09,337.82
FUEL00154995,DLV00081575,Fuel,2024-11-14,587.8
FUEL00155138,DLV00084074,Fuel,2024-12-16,755.71
FUEL00155148,DLV00081000,Fuel,2024-11-06,586.48
FUEL00155768,DLV00084849,Fuel,2024-12-25,366.07
FUEL00155822,DLV00080926,Fuel,2024-11-03,459.61
FUEL00156194,DLV00081224,Fuel,2024-11-08,622.86
FUEL00156638,DLV00083320,Fuel,2024-12-04,508.19
FUEL00157102,DLV00084848,Fuel,2024-12-26,419.63
FUEL00158202,DLV00081348,Fuel,2024-11-09,218.78
FUEL00158587,DLV00085080,Fuel,2024-12-28,278.28
FUEL00158629,DLV00082792,Fuel,2024-11-27,313.55
FUEL00158687,DLV00085080,Fuel,2024-12-27,618.23
FUEL00158787,DLV00084906,Fuel,2024-12-26,668.13
FUEL00159286,DLV00081047,Fuel,2024-11-07,594.33
FUEL00159938,DLV00081972,Fuel,2024-11-18,553.89
FUEL00160452,DLV00084926,Fuel,2024-12-26,215.77
FUEL00160618,DLV00081224,Fuel,2024-11-07,677.61
FUEL00160976,DLV00082236,Fuel,2024-11-21,607.01
FUEL00161178,DLV00081677,Fuel,2024-11-14,235.01
FUEL00161241,DLV00081419,Fuel,2024-11-12,494.54
FUEL00161537,DLV00083299,Fuel,2024-12-04,410.62
FUEL00162037,DLV00081848,Fuel,2024-11-17,232.77
FUEL00162134,DLV00081118,Fuel,2024-11-08,636.71
FUEL00162281,DLV00082236,Fuel,2024-11-21,276
FUEL00162485,DLV00082220,Fuel,2024-11-20,615.01
FUEL00163121,DLV00083829,Fuel,2024-12-11,621.4
FUEL00163703,DLV00083987,Fuel,2024-12-12,447.74
FUEL00163861,DLV00082929,Fuel,2024-11-29,206.89
FUEL00163869,DLV00082934,Fuel,2024-11-29,357.11
FUEL00163898,DLV00081603,Fuel,2024-11-12,237.61
FUEL00163932,DLV00084714,Fuel,2024-12-23,312.06
FUEL00163935,DLV00081837,Fuel,2024-11-16,496.27
FUEL00163953,DLV00085075,Fuel,2024-12-28,727.22
FUEL00164122,DLV00080785,Fuel,2024-11-02,611.55
FUEL00164617,DLV00084413,Fuel,2024-12-19,457.56
FUEL00165053,DLV00084841,Fuel,2024-12-25,556.92
FUEL00165293,DLV00081566,Fuel,2024-11-12,503.33
FUEL00165305,DLV00085283,Fuel,2025-01-01,647.29
FUEL00165657,DLV00085124,Fuel,2024-12-28,197.47
FUEL00166441,DLV00081576,Fuel,2024-11-13,588.25
FUEL00166509,DLV00084437,Fuel,2024-12-21,430.53
FUEL00166734,DLV00081566,Fuel,2024-11-12,471.93
FUEL00167311,DLV00081874,Fuel,2024-11-16,635.2
FUEL00167340,DLV00081195,Fuel,2024-11-07,216.04
FUEL00167391,DLV00084383,Fuel,2024-12-20,638.33
FUEL00167619,DLV00082286,Fuel,2024-11-22,361.92
FUEL00167693,DLV00083259,Fuel,2024-12-05,370.04
FUEL00168214,DLV00084287,Fuel,2024-12-18,413.57
FUEL00168509,DLV00081387,Fuel,2024-11-10,682.83
FUEL00168909,DLV00081393,Fuel,2024-11-11,471.59
FUEL00169153,DLV00081082,Fuel,2024-11-06,336.27
FUEL00170023,DLV00083793,Fuel,2024-12-12,732.2
FUEL00170055,DLV00085267,Fuel,2025-01-01,421.13
FUEL00170456,DLV00084985,Fuel,2024-12-27,606.83
FUEL00170679,DLV00081929,Fuel,2024-11-16,418.58
FUEL00170905,DLV00085124,Fuel,2024-12-28,535.6
FUEL00171087,DLV00084849,Fuel,2024-12-26,393.76
FUEL00171095,DLV00083868,Fuel,2024-12-13,287.19
FUEL00171742,DLV00082024,Fuel,2024-11-19,483.61
FUEL00172064,DLV00085080,Fuel,2024-12-30,301.37
FUEL00172119,DLV00082543,Fuel,2024-11-25,279.68
FUEL00172364,DLV00081381,Fuel,2024-11-11,190.72
FUEL00172718,DLV00083019,Fuel,2024-12-03,264.86
FUEL00172969,DLV00085185,Fuel,2024-12-31,269
FUEL00173644,DLV00085108,Fuel,2024-12-28,210.15
FUEL00173710,DLV00085108,Fuel,2024-12-28,298.27
FUEL00173917,DLV00083368,Fuel,2024-12-06,636.95
FUEL00174161,DLV00081491,Fuel,2024-11-12,447.41
FUEL00174162,DLV00081503,Fuel,2024-11-12,442.08
FUEL00174764,DLV00083958,Fuel,2024-12-14,465.46
FUEL00175510,DLV00081735,Fuel,2024-11-15,340.68
FUEL00175538,DLV00083290,Fuel,2024-12-03,554.82
FUEL00175545,DLV00082945,Fuel,2024-11-29,610.05
FUEL00175558,DLV00083040,Fuel,2024-11-30,474.75
FUEL00176179,DLV00084074,Fuel,2024-12-14,327.2
FUEL00176441,DLV00081323,Fuel,2024-11-10,325.54
FUEL00176641,DLV00084383,Fuel,2024-12-18,553.63
FUEL00176949,DLV00082068,Fuel,2024-11-17,245.47
FUEL00177474,DLV00084716,Fuel,2024-12-22,435.67
FUEL00177756,DLV00081001,Fuel,2024-11-04,388.63
FUEL00177904,DLV00081713,Fuel,2024-11-15,512.89
FUEL00178498,DLV00085399,Fuel,2025-01-01,672.05
FUEL00178958,DLV00081428,Fuel,2024-11-10,307.21
FUEL00179061,DLV00083413,Fuel,2024-12-05,679.01
FUEL00179073,DLV00083215,Fuel,2024-12-04,240.25
FUEL00179250,DLV00083748,Fuel,2024-12-10,498.81
FUEL00179752,DLV00082309,Fuel,2024-11-21,354.57
FUEL00179844,DLV00081123,Fuel,2024-11-07,344.01
FUEL00179850,DLV00084322,Fuel,2024-12-17,669.83
FUEL00180104,DLV00083331,Fuel,2024-12-06,565.2
FUEL00180131,DLV00080848,Fuel,2024-11-03,210.84
FUEL00180169,DLV00083396,Fuel,2024-12-06,669.64
FUEL00180280,DLV00082710,Fuel,2024-11-26,770.58
FUEL00181298,DLV00082543,Fuel,2024-11-25,498.75
FUEL00181977,DLV00081985,Fuel,2024-11-18,218.4
FUEL00182161,DLV00084801,Fuel,2024-12-23,734.71
FUEL00182575,DLV00081091,Fuel,2024-11-07,267.11
FUEL00182897,DLV00083092,Fuel,2024-12-02,523.25
FUEL00182907,DLV00082543,Fuel,2024-11-26,291.12
FUEL00183485,DLV00084377,Fuel,2024-12-20,676.85
FUEL00183565,DLV00085309,Fuel,2025-01-01,447.33
FUEL00183940,DLV00080931,Fuel,2024-11-05,427.79
FUEL00184165,DLV00081047,Fuel,2024-11-07,669.2
FUEL00184181,DLV00084985,Fuel,2024-12-27,329.79
FUEL00184302,DLV00081448,Fuel,2024-11-12,303.56
FUEL00184333,DLV00084372,Fuel,2024-12-19,471.18
FUEL00184353,DLV00081646,Fuel,2024-11-12,345.09
FUEL00184556,DLV00080864,Fuel,2024-11-04,211.32
FUEL00184603,DLV00083477,Fuel,2024-12-06,187.88
FUEL00184993,DLV00084074,Fuel,2024-12-16,471.79
FUEL00185414,DLV00084852,Fuel,2024-12-26,416.17
FUEL00185822,DLV00082030,Fuel,2024-11-17,460.41
FUEL00186030,DLV00083959,Fuel,2024-12-14,490.7
FUEL00186429,DLV00081590,Fuel,2024-11-14,543.01
FUEL00186633,DLV00082593,Fuel,2024-11-25,668.54
FUEL00186663,DLV00082563,Fuel,2024-11-25,403.76
FUEL00187206,DLV00083894,Fuel,2024-12-11,621.27
FUEL00188012,DLV00084437,Fuel,2024-12-19,274.17
FUEL00188140,DLV00084849,Fuel,2024-12-26,617.06
FUEL00188801,DLV00085267,Fuel,2024-12-31,728.83
FUEL00188866,DLV00081118,Fuel,2024-11-06,472.74
FUEL00188933,DLV00081713,Fuel,2024-11-14,641.35
FUEL00189271,DLV00083393,Fuel,2024-12-07,537.7
FUEL00189974,DLV00081032,Fuel,2024-11-06,564.07
FUEL00190178,DLV00081931,Fuel,2024-11-17,747.86
FUEL00190219,DLV00082886,Fuel,2024-11-30,530.04
FUEL00190303,DLV00081832,Fuel,2024-11-14,581.88
FUEL00190448,DLV00081091,Fuel,2024-11-07,546.45
FUEL00190648,DLV00080785,Fuel,2024-11-03,670.84
FUEL00190718,DLV00081643,Fuel,2024-11-12,450.11
FUEL00191003,DLV00082097,Fuel,2024-11-20,608.78
FUEL00191536,DLV00081106,Fuel,2024-11-05,303.02
FUEL00191539,DLV00081794,Fuel,2024-11-16,773.68
FUEL00191905,DLV00084766,Fuel,2024-12-24,357.73
FUEL00191942,DLV00081195,Fuel,2024-11-08,544.8
FUEL00192083,DLV00082359,Fuel,2024-11-21,429.44
FUEL00192170,DLV00084906,Fuel,2024-12-26,409.81
FUEL00192615,DLV00083903,Fuel,2024-12-13,239.92
FUEL00192652,DLV00081621,Fuel,2024-11-12,677.5
FUEL00192692,DLV00082689,Fuel,2024-11-27,215.87
FUEL00193009,DLV00080926,Fuel,2024-11-05,361.08
FUEL00193939,DLV00084383,Fuel,2024-12-20,497.86
FUEL00195393,DLV00082578,Fuel,2024-11-26,432.85
FUEL00195496,DLV00084413,Fuel,2024-12-20,404.41
FUEL00195816,DLV00080939,Fuel,2024-11-05,464.65
