order_id,customer_id,order_date,order_status,origin_city,destination_city
ORD00082754,CUST00183,2024-11-27,Completed,Miami,Philadelphia
ORD00082762,CUST00050,2024-11-27,Completed,Charlotte,Denver
ORD00082764,CUST00042,2024-11-27,Completed,Las Vegas,New York
ORD00082765,CUST00114,2024-11-27,Completed,Columbus,Minneapolis
ORD00082768,CUST00070,2024-11-27,Completed,Houston,Memphis
ORD00082771,CUST00122,2024-11-27,Completed,Philadelphia,Seattle
ORD00082777,CUST00177,2024-11-27,Completed,Phoenix,Kansas City
ORD00082785,CUST00050,2024-11-27,Completed,Phoenix,Kansas City
ORD00082792,CUST00049,2024-11-27,Completed,Las Vegas,Los Angeles
ORD00082809,CUST00004,2024-11-27,Completed,Seattle,Indianapolis
ORD00082815,CUST00035,2024-11-27,Completed,Kansas City,Indianapolis
ORD00082818,CUST00070,2024-11-28,Completed,Atlanta,Chicago
ORD00082829,CUST00095,2024-11-28,Completed,Memphis,Los Angeles
ORD00082838,CUST00111,2024-11-28,Completed,Minneapolis,Los Angeles
ORD00082842,CUST00015,2024-11-28,Completed,Columbus,Los Angeles
ORD00082852,CUST00177,2024-11-28,Completed,Memphis,Los Angeles
ORD00082858,CUST00180,2024-11-28,Completed,Memphis,Minneapolis
ORD00082863,CUST00122,2024-11-28,Completed,Las Vegas,Los Angeles
ORD00082874,CUST00191,2024-11-28,Completed,Portland,Columbus
ORD00082886,CUST00095,2024-11-28,Completed,Miami,Seattle
ORD00082889,CUST00183,2024-11-28,Completed,Houston,Portland
ORD00082899,CUST00007,2024-11-28,Completed,Miami,Denver
ORD00082901,CUST00111,2024-11-28,Completed,Kansas City,Los Angeles
ORD00082903,CUST00111,2024-11-29,Completed,Columbus,Philadelphia
ORD00082905,CUST00186,2024-11-29,Completed,Las Vegas,Dallas
ORD00082907,CUST00172,2024-11-29,Completed,Seattle,Charlotte
ORD00082910,CUST00114,2024-11-29,Completed,Las Vegas,Kansas City
ORD00082916,CUST00166,2024-11-29,Completed,Minneapolis,Los Angeles
ORD00082929,CUST00165,2024-11-29,Completed,New York,Philadelphia
ORD00082934,CUST00010,2024-11-29,Completed,Memphis,Los Angeles
ORD00082936,CUST00108,2024-11-29,Completed,Seattle,Houston
ORD00082942,CUST00095,2024-11-29,Completed,Charlotte,Seattle
ORD00082945,CUST00184,2024-11-29,Completed,Charlotte,Memphis
ORD00082951,CUST00177,2024-11-29,Completed,Columbus,Kansas City
ORD00082956,CUST00109,2024-11-29,Completed,Las Vegas,Kansas City
ORD00082958,CUST00050,2024-11-29,Completed,Detroit,Houston
ORD00082959,CUST00177,2024-11-29,Completed,Atlanta,Miami
ORD00082967,CUST00109,2024-11-29,Completed,Kansas City,Los Angeles
ORD00082980,CUST00154,2024-11-30,Completed,Columbus,Minneapolis
ORD00082987,CUST00165,2024-11-30,Completed,Dallas,Denver
ORD00082988,CUST00153,2024-11-30,Completed,Columbus,Kansas City
ORD00082995,CUST00095,2024-11-30,Completed,Houston,Memphis
ORD00082996,CUST00007,2024-11-30,Completed,Houston,Memphis
ORD00082998,CUST00183,2024-11-30,Completed,Philadelphia,Minneapolis
ORD00083006,CUST00008,2024-11-30,Completed,Columbus,Los Angeles
ORD00083010,CUST00070,2024-11-30,Completed,Miami,Seattle
ORD00083018,CUST00049,2024-11-30,Completed,Charlotte,Seattle
ORD00083019,CUST00098,2024-11-30,Completed,Miami,Denver
ORD00083022,CUST00165,2024-11-30,Completed,Charlotte,Denver
ORD00083031,CUST00050,2024-11-30,Completed,Chicago,Charlotte
ORD00083033,CUST00010,2024-11-30,Completed,Kansas City,Indianapolis
ORD00083040,CUST00179,2024-11-30,Completed,Minneapolis,Los Angeles
ORD00083042,CUST00098,2024-11-30,Completed,Kansas City,Los Angeles
ORD00083046,CUST00040,2024-11-30,Completed,Houston,Memphis
ORD00083047,CUST00116,2024-11-30,Completed,Minneapolis,Houston
ORD00083051,CUST00184,2024-11-30,Completed,Houston,Seattle
ORD00083063,CUST00122,2024-12-01,Completed,Columbus,Minneapolis
ORD00083072,CUST00098,2024-12-01,Completed,Charlotte,Seattle
ORD00083091,CUST00004,2024-12-01,Completed,Philadelphia,Indianapolis
ORD00083092,CUST00116,2024-12-01,Completed,Kansas City,Los Angeles
ORD00083098,CUST00049,2024-12-01,Completed,New York,Columbus
ORD00083105,CUST00154,2024-12-01,Completed,Las Vegas,Kansas City
ORD00083119,CUST00158,2024-12-01,Completed,Phoenix,Denver
ORD00083120,CUST00016,2024-12-01,Completed,Columbus,Los Angeles
ORD00083126,CUST00070,2024-12-01,Completed,Houston,Detroit
ORD00083131,CUST00158,2024-12-02,Completed,Kansas City,Atlanta
ORD00083133,CUST00016,2024-12-02,Completed,Phoenix,Kansas City
ORD00083157,CUST00008,2024-12-02,Completed,Columbus,Portland
ORD00083160,CUST00070,2024-12-02,Completed,Las Vegas,Los Angeles
ORD00083168,CUST00111,2024-12-02,Completed,Columbus,Los Angeles
ORD00083176,CUST00186,2024-12-02,Completed,Philadelphia,Minneapolis
ORD00083178,CUST00158,2024-12-02,Completed,Columbus,Portland
ORD00083181,CUST00028,2024-12-02,Completed,Las Vegas,New York
ORD00083185,CUST00179,2024-12-02,Completed,Charlotte,Memphis
ORD00083194,CUST00122,2024-12-02,Completed,Kansas City,Atlanta
ORD00083195,CUST00184,2024-12-02,Completed,Houston,Detroit
ORD00083196,CUST00186,2024-12-02,Completed,Kansas City,Portland
ORD00083197,CUST00166,2024-12-02,Completed,Miami,Denver
ORD00083203,CUST00111,2024-12-02,Completed,Columbus,Portland
ORD00083208,CUST00166,2024-12-02,Completed,Kansas City,Miami
ORD00083215,CUST00183,2024-12-02,Completed,Portland,Columbus
ORD00083218,CUST00052,2024-12-02,Completed,Kansas City,Portland
ORD00083240,CUST00177,2024-12-03,Completed,Minneapolis,Atlanta
ORD00083241,CUST00126,2024-12-03,Completed,Phoenix,Philadelphia
ORD00083253,CUST00095,2024-12-03,Completed,Kansas City,Atlanta
ORD00083259,CUST00095,2024-12-03,Completed,Kansas City,Portland
ORD00083271,CUST00069,2024-12-03,Completed,Dallas,Denver
ORD00083272,CUST00179,2024-12-03,Completed,Minneapolis,Los Angeles
ORD00083277,CUST00070,2024-12-03,Completed,Charlotte,Portland
ORD00083278,CUST00158,2024-12-03,Completed,Minneapolis,Houston
ORD00083283,CUST00098,2024-12-03,Completed,Phoenix,Philadelphia
ORD00083290,CUST00006,2024-12-03,Completed,Charlotte,Portland
ORD00083291,CUST00180,2024-12-03,Completed,Columbus,Portland
ORD00083299,CUST00109,2024-12-04,Completed,New York,Philadelphia
ORD00083309,CUST00166,2024-12-04,Completed,Columbus,Kansas City
ORD00083310,CUST00006,2024-12-04,Completed,Chicago,Portland
ORD00083311,CUST00050,2024-12-04,Completed,Columbus,Los Angeles
ORD00083312,CUST00035,2024-12-04,Completed,Atlanta,Chicago
ORD00083315,CUST00191,2024-12-04,Completed,Detroit,Houston
ORD00083317,CUST00158,2024-12-04,Completed,Houston,Portland
ORD00083320,CUST00095,2024-12-04,Completed,Philadelphia,Indianapolis
ORD00083321,CUST00098,2024-12-04,Completed,Minneapolis,Los Angeles
ORD00083329,CUST00040,2024-12-04,Completed,Charlotte,Portland
ORD00083331,CUST00158,2024-12-04,Completed,Chicago,Charlotte
ORD00083332,CUST00183,2024-12-04,Completed,Miami,Denver
ORD00083340,CUST00153,2024-12-04,Completed,Chicago,Charlotte
ORD00083351,CUST00179,2024-12-04,Completed,Phoenix,Kansas City
ORD00083353,CUST00183,2024-12-04,Completed,Charlotte,Seattle
ORD00083364,CUST00007,2024-12-04,Completed,Minneapolis,Atlanta
ORD00083366,CUST00049,2024-12-04,Completed,Miami,Philadelphia
ORD00083368,CUST00186,2024-12-05,Completed,Las Vegas,Los Angeles
ORD00083371,CUST00154,2024-12-05,Completed,Phoenix,Denver
ORD00083372,CUST00040,2024-12-05,Completed,Phoenix,Philadelphia
ORD00083377,CUST00180,2024-12-05,Completed,Las Vegas,Dallas
ORD00083382,CUST00065,2024-12-05,Completed,Memphis,Los Angeles
ORD00083384,CUST00165,2024-12-05,Completed,Charlotte,Memphis
ORD00083385,CUST00184,2024-12-05,Completed,Minneapolis,Houston
ORD00083387,CUST00158,2024-12-05,Completed,Columbus,Philadelphia
ORD00083393,CUST00016,2024-12-05,Completed,Seattle,Houston
ORD00083395,CUST00116,2024-12-05,Completed,Kansas City,Indianapolis
ORD00083396,CUST00028,2024-12-05,Completed,Las Vegas,Kansas City
ORD00083401,CUST00035,2024-12-05,Completed,New York,Philadelphia
ORD00083404,CUST00028,2024-12-05,Completed,Portland,Seattle
ORD00083406,CUST00154,2024-12-05,Completed,Atlanta,Miami
ORD00083413,CUST00109,2024-12-05,Completed,Columbus,Portland
ORD00083417,CUST00177,2024-12-05,Completed,Philadelphia,Seattle
ORD00083420,CUST00069,2024-12-05,Completed,Houston,Detroit
ORD00083443,CUST00007,2024-12-05,Completed,New York,Philadelphia
ORD00083446,CUST00015,2024-12-05,Completed,Kansas City,Atlanta
ORD00083449,CUST00111,2024-12-05,Completed,Seattle,Houston
ORD00083453,CUST00035,2024-12-06,Completed,Memphis,Los Angeles
ORD00083456,CUST00007,2024-12-06,Completed,Miami,Dallas
ORD00083462,CUST00010,2024-12-06,Completed,Dallas,Denver
ORD00083467,CUST00065,2024-12-06,Completed,Philadelphia,Indianapolis
ORD00083477,CUST00191,2024-12-06,Completed,Memphis,Los Angeles
ORD00083480,CUST00052,2024-12-06,Completed,Phoenix,Kansas City
ORD00083481,CUST00183,2024-12-06,Completed,Denver,Kansas City
ORD00083490,CUST00122,2024-12-06,Completed,Las Vegas,Dallas
ORD00083496,CUST00108,2024-12-06,Completed,Las Vegas,Los Angeles
ORD00083505,CUST00183,2024-12-06,Completed,Atlanta,Miami
ORD00083508,CUST00114,2024-12-06,Completed,Memphis,Los Angeles
ORD00083511,CUST00065,2024-12-06,Completed,New York,Columbus
ORD00083516,CUST00114,2024-12-06,Completed,Columbus,Portland
ORD00083518,CUST00122,2024-12-06,Completed,Seattle,Charlotte
ORD00083519,CUST00016,2024-12-06,Completed,Chicago,Las Vegas
ORD00083529,CUST00050,2024-12-07,Completed,Columbus,Kansas City
ORD00083537,CUST00098,2024-12-07,Completed,Portland,Columbus
ORD00083545,CUST00070,2024-12-07,Completed,Philadelphia,New York
ORD00083553,CUST00179,2024-12-07,Completed,Las Vegas,Dallas
ORD00083574,CUST00035,2024-12-07,Completed,Columbus,Minneapolis
ORD00083581,CUST00035,2024-12-07,Completed,Houston,Portland
ORD00083583,CUST00028,2024-12-07,Completed,Las Vegas,New York
ORD00083600,CUST00049,2024-12-07,Completed,Miami,Denver
ORD00083601,CUST00049,2024-12-07,Completed,Memphis,Los Angeles
ORD00083602,CUST00154,2024-12-07,Completed,Phoenix,Philadelphia
ORD00083604,CUST00158,2024-12-07,Completed,Detroit,Houston
ORD00083608,CUST00052,2024-12-07,Completed,Kansas City,Indianapolis
ORD00083615,CUST00050,2024-12-08,Completed,Minneapolis,Los Angeles
ORD00083616,CUST00007,2024-12-08,Completed,Minneapolis,Houston
ORD00083619,CUST00122,2024-12-08,Completed,Miami,Seattle
ORD00083620,CUST00035,2024-12-08,Completed,Charlotte,Seattle
ORD00083624,CUST00015,2024-12-08,Completed,Miami,Philadelphia
ORD00083631,CUST00116,2024-12-08,Completed,Miami,Philadelphia
ORD00083635,CUST00069,2024-12-08,Completed,Memphis,Los Angeles
ORD00083638,CUST00126,2024-12-08,Completed,Denver,Kansas City
ORD00083647,CUST00116,2024-12-08,Completed,New York,Columbus
ORD00083654,CUST00042,2024-12-08,Completed,Chicago,Los Angeles
ORD00083659,CUST00111,2024-12-08,Completed,Kansas City,Los Angeles
ORD00083663,CUST00050,2024-12-08,Completed,Kansas City,Indianapolis
ORD00083666,CUST00109,2024-12-08,Completed,Las Vegas,Kansas City
ORD00083670,CUST00126,2024-12-08,Completed,Portland,Seattle
ORD00083680,CUST00050,2024-12-09,Completed,Detroit,Houston
ORD00083681,CUST00098,2024-12-09,Completed,Houston,Seattle
ORD00083683,CUST00069,2024-12-09,Completed,Las Vegas,Kansas City
ORD00083687,CUST00049,2024-12-09,Completed,Philadelphia,Indianapolis
ORD00083689,CUST00052,2024-12-09,Completed,Houston,Detroit
ORD00083693,CUST00154,2024-12-09,Completed,Charlotte,Portland
ORD00083695,CUST00177,2024-12-09,Completed,Houston,Memphis
ORD00083697,CUST00177,2024-12-09,Completed,Memphis,Los Angeles
ORD00083703,CUST00126,2024-12-09,Completed,Dallas,Indianapolis
ORD00083704,CUST00008,2024-12-09,Completed,Kansas City,Portland
ORD00083705,CUST00179,2024-12-09,Completed,Columbus,Minneapolis
ORD00083708,CUST00111,2024-12-09,Completed,Phoenix,Denver
ORD00083711,CUST00108,2024-12-09,Completed,Portland,Detroit
ORD00083721,CUST00184,2024-12-09,Completed,Chicago,Portland
ORD00083729,CUST00010,2024-12-09,Completed,Kansas City,Atlanta
ORD00083736,CUST00177,2024-12-09,Completed,Denver,Kansas City
ORD00083748,CUST00158,2024-12-10,Completed,Portland,Detroit
ORD00083753,CUST00008,2024-12-10,Completed,Seattle,Houston
ORD00083755,CUST00052,2024-12-10,Completed,Seattle,Charlotte
ORD00083765,CUST00153,2024-12-10,Completed,Houston,Portland
ORD00083779,CUST00154,2024-12-10,Completed,Atlanta,Chicago
ORD00083792,CUST00186,2024-12-10,Completed,Houston,Portland
ORD00083793,CUST00008,2024-12-10,Completed,Miami,Denver
ORD00083803,CUST00016,2024-12-10,Completed,Charlotte,Denver
ORD00083808,CUST00100,2024-12-10,Completed,Dallas,New York
ORD00083810,CUST00052,2024-12-10,Completed,Philadelphia,Indianapolis
ORD00083812,CUST00016,2024-12-10,Completed,Minneapolis,Los Angeles
ORD00083816,CUST00007,2024-12-10,Completed,Atlanta,Miami
ORD00083818,CUST00035,2024-12-10,Completed,Atlanta,Chicago
ORD00083829,CUST00108,2024-12-10,Completed,Portland,Seattle
ORD00083835,CUST00042,2024-12-11,Completed,Seattle,Indianapolis
ORD00083838,CUST00177,2024-12-11,Completed,Portland,Detroit
ORD00083843,CUST00122,2024-12-11,Completed,Miami,Seattle
ORD00083853,CUST00186,2024-12-11,Completed,New York,Columbus
ORD00083854,CUST00070,2024-12-11,Completed,Columbus,Minneapolis
ORD00083856,CUST00111,2024-12-11,Completed,New York,Columbus
ORD00083868,CUST00065,2024-12-11,Completed,Dallas,Indianapolis
ORD00083869,CUST00154,2024-12-11,Completed,Las Vegas,Los Angeles
ORD00083871,CUST00158,2024-12-11,Completed,Dallas,Denver
ORD00083879,CUST00191,2024-12-11,Completed,Kansas City,Los Angeles
ORD00083890,CUST00108,2024-12-11,Completed,Charlotte,Denver
ORD00083891,CUST00158,2024-12-11,Completed,Chicago,Charlotte
ORD00083893,CUST00109,2024-12-11,Completed,Miami,Seattle
ORD00083894,CUST00070,2024-12-11,Completed,Phoenix,Denver
ORD00083902,CUST00122,2024-12-11,Completed,Minneapolis,Los Angeles
ORD00083903,CUST00111,2024-12-11,Completed,Minneapolis,Atlanta
ORD00083914,CUST00126,2024-12-12,Completed,Columbus,Kansas City
ORD00083920,CUST00179,2024-12-12,Completed,Memphis,Los Angeles
ORD00083926,CUST00183,2024-12-12,Completed,Houston,Detroit
ORD00083937,CUST00114,2024-12-12,Completed,Portland,Seattle
ORD00083946,CUST00165,2024-12-12,Completed,Miami,Philadelphia
ORD00083958,CUST00116,2024-12-12,Completed,Las Vegas,Los Angeles
ORD00083959,CUST00111,2024-12-12,Completed,Chicago,Portland
ORD00083968,CUST00186,2024-12-12,Completed,Miami,Seattle
ORD00083986,CUST00116,2024-12-12,Completed,Portland,Detroit
ORD00083987,CUST00166,2024-12-12,Completed,Charlotte,Seattle
ORD00083993,CUST00052,2024-12-13,Completed,Seattle,Charlotte
ORD00083994,CUST00100,2024-12-13,Completed,Denver,Kansas City
ORD00083996,CUST00153,2024-12-13,Completed,Portland,Detroit
ORD00084001,CUST00191,2024-12-13,Completed,Portland,Columbus
ORD00084007,CUST00065,2024-12-13,Completed,New York,Columbus
ORD00084012,CUST00016,2024-12-13,Completed,Columbus,Kansas City
ORD00084014,CUST00016,2024-12-13,Completed,Philadelphia,Seattle
ORD00084015,CUST00050,2024-12-13,Completed,New York,Philadelphia
ORD00084027,CUST00016,2024-12-13,Completed,Kansas City,Indianapolis
ORD00084040,CUST00070,2024-12-13,Completed,Las Vegas,Kansas City
ORD00084046,CUST00004,2024-12-13,Completed,Chicago,Las Vegas
ORD00084047,CUST00186,2024-12-13,Completed,Philadelphia,Seattle
ORD00084059,CUST00116,2024-12-13,Completed,Kansas City,Portland
ORD00084060,CUST00050,2024-12-13,Completed,Miami,Dallas
ORD00084070,CUST00035,2024-12-14,Completed,Atlanta,Chicago
ORD00084074,CUST00098,2024-12-14,Completed,Philadelphia,Seattle
ORD00084105,CUST00007,2024-12-14,Completed,Philadelphia,Seattle
ORD00084106,CUST00069,2024-12-14,Completed,Miami,Dallas
ORD00084108,CUST00052,2024-12-14,Completed,Columbus,Kansas City
ORD00084113,CUST00010,2024-12-14,Completed,Miami,Philadelphia
ORD00084116,CUST00015,2024-12-14,Completed,Kansas City,Portland
ORD00084120,CUST00108,2024-12-14,Completed,Seattle,Charlotte
ORD00084134,CUST00154,2024-12-14,Completed,Minneapolis,Atlanta
ORD00084135,CUST00114,2024-12-14,Completed,Chicago,Charlotte
ORD00084144,CUST00158,2024-12-15,Completed,Houston,Detroit
ORD00084145,CUST00065,2024-12-15,Completed,Houston,Seattle
ORD00084149,CUST00172,2024-12-15,Completed,Columbus,Los Angeles
ORD00084150,CUST00191,2024-12-15,Completed,Charlotte,Denver
ORD00084153,CUST00050,2024-12-15,Completed,Columbus,Minneapolis
ORD00084168,CUST00179,2024-12-15,Completed,Charlotte,Portland
ORD00084171,CUST00015,2024-12-15,Completed,Kansas City,Portland
ORD00084175,CUST00100,2024-12-15,Completed,Kansas City,Portland
ORD00084177,CUST00186,2024-12-15,Completed,Memphis,Los Angeles
ORD00084180,CUST00111,2024-12-15,Completed,Kansas City,Miami
ORD00084184,CUST00095,2024-12-15,Completed,Memphis,Minneapolis
ORD00084201,CUST00010,2024-12-15,Completed,Columbus,Los Angeles
ORD00084202,CUST00008,2024-12-15,Completed,Houston,Detroit
ORD00084204,CUST00007,2024-12-15,Completed,Atlanta,Miami
ORD00084208,CUST00126,2024-12-16,Completed,Houston,Portland
ORD00084211,CUST00111,2024-12-16,Completed,Philadelphia,Minneapolis
ORD00084215,CUST00015,2024-12-16,Completed,Atlanta,Miami
ORD00084235,CUST00040,2024-12-16,Completed,Memphis,Minneapolis
ORD00084238,CUST00179,2024-12-16,Completed,Columbus,Los Angeles
ORD00084241,CUST00165,2024-12-16,Completed,Las Vegas,Los Angeles
ORD00084254,CUST00100,2024-12-16,Completed,Charlotte,Denver
ORD00084255,CUST00049,2024-12-16,Completed,Kansas City,Charlotte
ORD00084266,CUST00065,2024-12-16,Completed,Phoenix,Kansas City
ORD00084268,CUST00153,2024-12-16,Completed,Memphis,Los Angeles
ORD00084273,CUST00049,2024-12-16,Completed,Atlanta,Miami
ORD00084278,CUST00070,2024-12-16,Completed,Houston,Memphis
ORD00084282,CUST00116,2024-12-17,Completed,Seattle,Charlotte
ORD00084287,CUST00165,2024-12-17,Completed,Detroit,Houston
ORD00084304,CUST00186,2024-12-17,Completed,Phoenix,Kansas City
ORD00084305,CUST00126,2024-12-17,Completed,Kansas City,Portland
ORD00084321,CUST00172,2024-12-17,Completed,Seattle,Houston
ORD00084322,CUST00111,2024-12-17,Completed,Charlotte,Memphis
ORD00084337,CUST00016,2024-12-17,Completed,Philadelphia,Minneapolis
ORD00084347,CUST00007,2024-12-17,Completed,Kansas City,Indianapolis
ORD00084350,CUST00006,2024-12-18,Completed,Houston,Detroit
ORD00084355,CUST00111,2024-12-18,Completed,Houston,Portland
ORD00084357,CUST00040,2024-12-18,Completed,Atlanta,Miami
ORD00084358,CUST00122,2024-12-18,Completed,Las Vegas,Kansas City
ORD00084372,CUST00008,2024-12-18,Completed,Minneapolis,Los Angeles
ORD00084374,CUST00153,2024-12-18,Completed,Phoenix,Philadelphia
ORD00084377,CUST00184,2024-12-18,Completed,Seattle,Indianapolis
ORD00084383,CUST00177,2024-12-18,Completed,Minneapolis,Atlanta
ORD00084386,CUST00186,2024-12-18,Completed,Phoenix,Kansas City
ORD00084388,CUST00042,2024-12-18,Completed,Dallas,New York
ORD00084389,CUST00098,2024-12-18,Completed,Las Vegas,New York
ORD00084405,CUST00016,2024-12-18,Completed,Chicago,Portland
ORD00084407,CUST00111,2024-12-18,Completed,Kansas City,Miami
ORD00084412,CUST00065,2024-12-18,Completed,Phoenix,Denver
ORD00084413,CUST00070,2024-12-18,Completed,Miami,Denver
ORD00084417,CUST00100,2024-12-18,Completed,Chicago,Los Angeles
ORD00084418,CUST00108,2024-12-18,Completed,Columbus,Portland
ORD00084419,CUST00004,2024-12-18,Completed,Portland,Columbus
ORD00084424,CUST00177,2024-12-18,Completed,Houston,Portland
ORD00084437,CUST00179,2024-12-19,Completed,Philadelphia,Minneapolis
ORD00084438,CUST00180,2024-12-19,Completed,Miami,Denver
ORD00084440,CUST00183,2024-12-19,Completed,Dallas,Denver
ORD00084441,CUST00180,2024-12-19,Completed,Philadelphia,Indianapolis
ORD00084445,CUST00015,2024-12-19,Completed,Minneapolis,Atlanta
ORD00084454,CUST00177,2024-12-19,Completed,Kansas City,Los Angeles
ORD00084473,CUST00179,2024-12-19,Completed,Columbus,Los Angeles
ORD00084478,CUST00165,2024-12-19,Completed,Portland,Columbus
ORD00084485,CUST00028,2024-12-19,Completed,Houston,Seattle
ORD00084495,CUST00154,2024-12-19,Completed,Charlotte,Denver
ORD00084497,CUST00153,2024-12-19,Completed,Kansas City,Atlanta
ORD00084506,CUST00158,2024-12-19,Completed,Minneapolis,Los Angeles
ORD00084512,CUST00109,2024-12-19,Completed,Philadelphia,Seattle
ORD00084515,CUST00065,2024-12-19,Completed,Minneapolis,Atlanta
ORD00084519,CUST00166,2024-12-20,Completed,Seattle,Houston
ORD00084520,CUST00165,2024-12-20,Completed,Charlotte,Portland
ORD00084521,CUST00098,2024-12-20,Completed,Seattle,Houston
ORD00084531,CUST00183,2024-12-20,Completed,Detroit,Houston
ORD00084534,CUST00008,2024-12-20,Completed,Chicago,Los Angeles
ORD00084535,CUST00180,2024-12-20,Completed,Phoenix,Denver
ORD00084538,CUST00095,2024-12-20,Completed,Miami,Denver
ORD00084542,CUST00065,2024-12-20,Completed,Seattle,Houston
ORD00084549,CUST00154,2024-12-20,Completed,Atlanta,Chicago
ORD00084552,CUST00052,2024-12-20,Completed,Philadelphia,Minneapolis
ORD00084580,CUST00183,2024-12-20,Completed,Phoenix,Philadelphia
ORD00084585,CUST00180,2024-12-21,Completed,New York,Columbus
ORD00084586,CUST00116,2024-12-21,Completed,Houston,Memphis
ORD00084591,CUST00035,2024-12-21,Completed,Kansas City,Los Angeles
ORD00084600,CUST00035,2024-12-21,Completed,Columbus,Portland
ORD00084601,CUST00016,2024-12-21,Completed,Dallas,Denver
ORD00084602,CUST00028,2024-12-21,Completed,Memphis,Minneapolis
ORD00084608,CUST00052,2024-12-21,Completed,Kansas City,Miami
ORD00084609,CUST00016,2024-12-21,Completed,Miami,Philadelphia
ORD00084611,CUST00004,2024-12-21,Completed,Chicago,Los Angeles
ORD00084613,CUST00172,2024-12-21,Completed,Houston,Portland
ORD00084625,CUST00040,2024-12-21,Completed,Las Vegas,Los Angeles
ORD00084627,CUST00166,2024-12-21,Completed,Kansas City,Miami
ORD00084631,CUST00154,2024-12-21,Completed,Las Vegas,Dallas
ORD00084633,CUST00177,2024-12-21,Completed,Atlanta,Miami
ORD00084635,CUST00186,2024-12-21,Completed,Phoenix,Denver
ORD00084636,CUST00186,2024-12-21,Completed,Portland,Detroit
ORD00084646,CUST00166,2024-12-21,Completed,Columbus,Los Angeles
ORD00084652,CUST00180,2024-12-22,Completed,Minneapolis,Los Angeles
ORD00084661,CUST00070,2024-12-22,Completed,Phoenix,Philadelphia
ORD00084667,CUST00006,2024-12-22,Completed,Chicago,Charlotte
ORD00084677,CUST00007,2024-12-22,Completed,Kansas City,Charlotte
ORD00084691,CUST00172,2024-12-22,Completed,Columbus,Portland
ORD00084697,CUST00108,2024-12-22,Completed,Atlanta,Chicago
ORD00084703,CUST00184,2024-12-22,Completed,Kansas City,Portland
ORD00084709,CUST00126,2024-12-22,Completed,Phoenix,Kansas City
ORD00084714,CUST00186,2024-12-22,Completed,Dallas,Denver
ORD00084716,CUST00050,2024-12-22,Completed,Kansas City,Indianapolis
ORD00084724,CUST00177,2024-12-22,Completed,Charlotte,Seattle
ORD00084728,CUST00028,2024-12-22,Completed,Las Vegas,Los Angeles
ORD00084731,CUST00154,2024-12-22,Completed,Chicago,Charlotte
ORD00084735,CUST00153,2024-12-23,Completed,Detroit,Houston
ORD00084737,CUST00050,2024-12-23,Completed,Houston,Memphis
ORD00084743,CUST00004,2024-12-23,Completed,Dallas,Indianapolis
ORD00084744,CUST00028,2024-12-23,Completed,Philadelphia,Seattle
ORD00084749,CUST00050,2024-12-23,Completed,Las Vegas,New York
ORD00084761,CUST00165,2024-12-23,Completed,Minneapolis,Houston
ORD00084764,CUST00070,2024-12-23,Completed,Seattle,Indianapolis
ORD00084766,CUST00100,2024-12-23,Completed,Chicago,Charlotte
ORD00084773,CUST00179,2024-12-23,Completed,Phoenix,Philadelphia
ORD00084781,CUST00049,2024-12-23,Completed,Columbus,Minneapolis
ORD00084789,CUST00184,2024-12-23,Completed,Portland,Seattle
ORD00084801,CUST00006,2024-12-23,Completed,Dallas,New York
ORD00084806,CUST00166,2024-12-23,Completed,Chicago,Portland
ORD00084807,CUST00158,2024-12-23,Completed,Phoenix,Denver
ORD00084810,CUST00015,2024-12-23,Completed,Atlanta,Chicago
ORD00084812,CUST00010,2024-12-23,Completed,Detroit,Houston
ORD00084814,CUST00008,2024-12-23,Completed,Kansas City,Charlotte
ORD00084817,CUST00049,2024-12-23,Completed,Kansas City,Miami
ORD00084830,CUST00172,2024-12-24,Completed,Seattle,Indianapolis
ORD00084832,CUST00006,2024-12-24,Completed,Memphis,Minneapolis
ORD00084833,CUST00191,2024-12-24,Completed,Las Vegas,Dallas
ORD00084841,CUST00065,2024-12-24,Completed,Columbus,Kansas City
ORD00084845,CUST00111,2024-12-24,Completed,Charlotte,Denver
ORD00084848,CUST00191,2024-12-24,Completed,Charlotte,Memphis
ORD00084849,CUST00100,2024-12-24,Completed,Columbus,Kansas City
ORD00084852,CUST00100,2024-12-24,Completed,Chicago,Charlotte
ORD00084858,CUST00040,2024-12-24,Completed,Columbus,Los Angeles
ORD00084877,CUST00016,2024-12-24,Completed,Philadelphia,Indianapolis
ORD00084888,CUST00153,2024-12-25,Completed,Chicago,Los Angeles
ORD00084892,CUST00116,2024-12-25,Completed,Las Vegas,Los Angeles
ORD00084899,CUST00065,2024-12-25,Completed,Charlotte,Memphis
ORD00084906,CUST00015,2024-12-25,Completed,Philadelphia,Indianapolis
ORD00084907,CUST00158,2024-12-25,Completed,Kansas City,Indianapolis
ORD00084913,CUST00108,2024-12-25,Completed,Seattle,Charlotte
ORD00084914,CUST00015,2024-12-25,Completed,Chicago,Charlotte
ORD00084921,CUST00172,2024-12-25,Completed,Phoenix,Philadelphia
ORD00084922,CUST00116,2024-12-25,Completed,Chicago,Los Angeles
ORD00084924,CUST00065,2024-12-25,Completed,Philadelphia,Minneapolis
ORD00084926,CUST00015,2024-12-25,Completed,Kansas City,Los Angeles
ORD00084934,CUST00070,2024-12-25,Completed,New York,Philadelphia
ORD00084936,CUST00052,2024-12-25,Completed,Dallas,New York
